Issue_Type	Issue_ID	Chromosome	Accession_1	Accession_2	Report_Type	Summary	Status	Status_Text	Description	Experiment_Type	Update	External_Information_Type	Resolution_Summary	Resolution_Information	Patch_Type	Fixed_in_Version	Affected_Version	Patch_GenBank_Accession	Patch_RefSeq_Accession	Patch_Region_Name	Shortform_Location_Information
Clone Problem	HG-2116	11	AP000722.5	AP000722.5	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AP000722.5"	Resolved	"none"	"Analysis of GU267904.1, GU268375.1, GU268414.1 and GU267067.1 along with alignment of HuRef Chr. 11, suggest there may be ~4,078 bp sequence missing from the reference assembly within component AP000722.5. This may represent variation or an assembly error."	na	2016-01-08T14:02:43.000-0500	na	GRC Resolved by Electronic Means	"The addition of a patch with AC203617.3 as a contained clone corrects a ~4kb deletion within AP000722.5, and also replaces a sequence error \"C\" allele with a \"T\" based on RP11 Whole genome shotgun alignments within GRCh38 component AP000722.5 Chromosome 11 at NC_000011.10: 92329706 (rs10765545) which has a MAF=0 in 1000 Genomes phase 3."	GRCh38:FIX	GRCh39,GRCh38.p4	GRCh37	KQ090022.1	NW_013171808.1	REGION215	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:91965477:@:92143358:@:5:@@@:AP000722:::5:@@@:AP000722:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:92232311:@:92410192:@:5:@@@:AP000722:::5:@@@:AP000722:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KQ090022.1:@:NW_013171808.1:@:ALT_SCAFFOLD:@:1:@:181958:@:5:@@@:AP000722:::5:@@@:AP000722:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2117	11	AP003383.2	AP003383.2	End Sequence Profile	"Possible misassembly or indel variation in GRCh38 within AP003383.2"	Awaiting Elec Data	"Optical map evidence and other available clone sequence indicate this is variation not a clone error"	"Analysis of GU267889.1 along with alignment of HuRef Chr. 11, suggest there may be ~826 bp sequence missing from the reference assembly within component AP003383.2. This may represent variation or an assembly error."	na	2014-10-23T11:08:30.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:101742494:@:101892402:@:2:@@@:AP003383:::2:@@@:AP003383:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:101871763:@:102021671:@:2:@@@:AP003383:::2:@@@:AP003383:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-2217	11	AP003392.2	AP003392.2	RefSeq Report	"GeneID: 2542 (SLC37A4), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the proteins encoded by RefSeq NM_001467.4 (SLC37A4) and the genomic region to which it aligns"	PCR	2016-01-08T14:02:50.000-0500	na	GRC Resolved by Experimental Method	"PCR_RP11_AP003392_1 (FP885832.1) confirms the sequence of NM_001467 and has been included in the TPF as a contained product."	GRCh38:FIX	GRCh38.p1,GRCh39	GRCh38	KN196481.1	NW_009646203.1	SLC37A4	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:118849111:@:118957986:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH159138.1:@:NW_003871076.1:@:ALT_SCAFFOLD:@:1:@:108875:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:118978401:@:119087276:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KN196481.1:@:NW_009646203.1:@:ALT_SCAFFOLD:@:1:@:108875:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-2346	11	AC004556.1	AC004556.1	RefSeq Report	"GeneID: 103344718 (HOTS), may be redundant"	Under Review	"none"	"AC004556.1 matches well to AC051649.21, but was added to represent 1kG ph1 decoy that was absent from the GRCh37.p10 assembly at 99054-100316bp"	na	2016-02-04T02:57:23.000-0500	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:1965918:@:2063922:@:1:@@@:AC004556:::1:@@@:AC004556:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:1965918:@:2063432:@:1:@@@:AC004556:::1:@@@:AC004556:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:KI270721.1:@:NT_187376.1:@:UNLOC_SCAFFOLD:@:1:@:100316:@:1:@@@:AC004556:::1:@@@:AC004556:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Unknown	HG-2369	11	AC027369.8	AC027369.8	User Report	"Clone missing sequence"	Open	"none"	"Comparison to various assemblies and BioNano maps suggests potential missing sequence in GRCh38 NC_000011.10 component AC027369.8 (RP11-56P9)."	na	2015-12-28T14:42:28.000-0500	Optical Map	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:48850348:@:49037698:@:8:@@@:AC027369:::8:@@@:AC027369:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:48828796:@:49016146:@:8:@@@:AC027369:::8:@@@:AC027369:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-238	11	AC104389.8	AC087380.3	RefSeq Report	"GeneID: 390059 (OR51M1), poor quality (includes component misassembly)"	Resolved	"none"	"NM_001004756.1 aligns to celera (AADB02013590.1:134531..135511) 100% but only 99% to current assembly component  AC104389"	na	2014-06-11T08:56:00.000-0400	SAB Decision	GRC Resolved- No Change	"The RefSeq quoted in this ticket, NM_001004756, was updated from NM_001004756.1 to NM_001004756.2 since this issue was first reported. NM_001004756.2 now spligns perfectly to GRCh37."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:5218891:@:5576209:@:8:@@@:AC104389:::3:@@@:AC087380:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:5197661:@:5554979:@:8:@@@:AC104389:::3:@@@:AC087380:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-239	11	AC131574.4	AC131574.4	RefSeq Report	"GeneID: 390072 (OR52N4), poor quality (includes component misassembly)"	Resolved	"none"	"NM_001005175.1 aligns to genomic sequences AB065813, AC026090, and BK004385 100%, but to assembly component AC131574 99% with 4 mismatches"	na	2014-06-11T08:56:27.000-0400	SAB Decision	GRC Resolved- No Change	"No updates were made to the reference assembly. Upon investigation of the mismatches between NM_001005175.2 and AC131574.4 they were discovered to have a minor allele frequency of greater than 5%."	na	Build 36	Build 36	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:5756024:@:5922237:@:4:@@@:AC131574:::4:@@@:AC131574:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:5734794:@:5901007:@:4:@@@:AC131574:::4:@@@:AC131574:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-242	11	AC111177.15	AC111177.15	RefSeq Report	"GeneID: 338751 (OR52L1), poor quality (includes component misassembly)"	Resolved	"none"	"NM_001005173.1 aligns to AC111177.15 with 4 mismatches (99.6%) but aligns to Celera (AADB02013597.1) and alternate BACs (AB065819.1 or AC009642) 100%"	na	2014-06-11T08:56:18.000-0400	SAB Decision	GRC Resolved by Electronic Means	"Minicontig KF570259.1 has been generated and added to the Chr. 11 Reference to update the base to the more common allele to improve representation of GeneID: 338751 (OR52L1) in GRCh38."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:5994152:@:6159833:@:15:@@@:AC111177:::15:@@@:AC111177:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:5972922:@:6138603:@:15:@@@:AC111177:::15:@@@:AC111177:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-256	11	AC074191.3	AC074191.3	RefSeq Report	"GeneID: 10418 (SPON1), poor quality (includes component misassembly)"	Resolved	"none"	"Assembly component AC074191.3 contains a 1 nt deletion with respect to NM_006108.2 (SPON1). The sequence in the assembly component makes the transcript a candidate for nonsense-mediated mRNA decay (NMD), and should be checked to see if there is an error at this position."	PCR	2014-10-01T15:08:40.000-0400	na	GRC Resolved by Experimental Method	"PCR_RP11_AC074191_1 has been submitted as a contained clone and this corrects the sequence."	GRCh37:FIX	GRCh37.p7,GRCh38	Build 36	JH591184.1	NW_003871075.1	SPON1	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:13963464:@:14122075:@:3:@@@:AC074191:::3:@@@:AC074191:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH591184.1:@:NW_003871075.1:@:ALT_SCAFFOLD:@:1:@:158613:@:3:@@@:AC074191:::3:@@@:AC074191:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:13941917:@:14100529:@:3:@@@:AC074191:::3:@@@:AC074191:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Gap	HG-263	11	AADD01112371.1	AADC01095577.1	RefSeq Report	"GeneID: 4586 (MUC5AC), assembly gap"	Resolved	"none"	"There is a gap in the assembly between components AADD01112371.1 and AADC01095577.1."	Clone Sequencing	2015-07-23T17:14:12.000-0400	na	GRC-Gap Update	"The gap flanking regions of this ticket have changed. This ticket will be closed and a new one opened to deal with this region."	na	na	Build 36	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:1144220:@:1226745:@:1:@@@:AADD01112371:::1:@@@:AADC01095577:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:1148578:@:1233402:@:1:@@@:AADD01112371:::1:@@@:AADC01095577:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KQ759759.1:@:NW_015148966.1:@:ALT_SCAFFOLD:@:137993:@:196940:@:1:@@@:AADD01112371:::1:@@@:AADC01095577:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-28	11	AC051649.21	AC123789.6	End Sequence Profile	"Hsa11-LSP1/MRPL23 problem region"	Continuing Investigation	"further analysis will be carried out"	"ESP analysis suggests the reference chromosome contains an inversion between AC051649.21 and AC123789.6"	Clone Sequencing	2015-08-11T07:55:39.000-0400	na	Unresolved	"na"	na	na	na	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:1830728:@:2098830:@:21:@@@:AC051649:::6:@@@:AC123789:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:1809498:@:2077600:@:21:@@@:AC051649:::6:@@@:AC123789:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-281	11	AP006622.1	AP006622.1	User Report	"Comparison to Chimp and Venter suggest missing sequence in reference"	Resolved	"none"	"Comparison to Chimp and Venter suggest missing sequence in reference."	Clone Sequencing	2015-07-23T17:14:02.000-0400	na	GRC Resolved by Experimental Method	"AP006622 replaced by FP710250.11 to resolve 63kb deletion in AP006622. Component FP710250.10 corrects a deletion found in GRCh37 chromosome NC_000011.9, in component AP006622."	GRCh37:FIX	GRCh37.p3,GRCh37.p10,GRCh38	na	GL582973.1	NW_003571045.1	REGION49	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:49979925:@:50056423:@:1:@@@:AP006622:::1:@@@:AP006622:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:GL582973.1:@:NW_003571045.1:@:ALT_SCAFFOLD:@:101905:@:278287:@:1:@@@:AP006622:::1:@@@:AP006622:@:alignment:@:alignment:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:49943000:@:50119396:@:1:@@@:AP006622:::1:@@@:AP006622:@:alignment:@:alignment:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-291	11	AC004923.2	AC004923.2	RefSeq Report	"GeneID: 221 (ALDH3B1), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the protein encoded by RefSeq NM_000694.2 (ALDH3B1) and the genomic region to which it aligns."	PCR	2015-07-23T17:14:27.000-0400	SAB Decision	GRC Resolved by Electronic Means	"Minicontigs KF573694.1, KF459677.1 and KF459677.1 have been generated and added to the Chr. 11 Reference to update several bases to the more common allele to improve representation of GeneID: 221 (ALDH3B1) in GRCh38."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:67702819:@:67797669:@:2:@@@:AC004923:::2:@@@:AC004923:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:67935348:@:68030202:@:2:@@@:AC004923:::2:@@@:AC004923:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Variation	HG-297	11	AP000812.4	AP000812.4	RefSeq Report	"GeneID: 2352 (FOLR3), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the protein encoded by RefSeq NM_000804.2 (FOLR3) and the genomic region to which it aligns."	PCR	2014-06-11T08:55:45.000-0400	SAB Decision	GRC Resolved by Electronic Means	"Minicontig KF459676.1 has been generated and added to the Chr. 11 Reference to update the base to the alternative allele to improve representation of GeneID: 2352 (FOLR3) in GRCh38."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:71804161:@:71922184:@:4:@@@:AP000812:::4:@@@:AP000812:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:72093115:@:72211140:@:4:@@@:AP000812:::4:@@@:AP000812:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-299	11	AP003392.2	AP003392.2	RefSeq Report	"GeneID: 2542 (SLC37A4), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the proteins encoded by RefSeq NM_001467.4 (SLC37A4) and the genomic region to which it aligns."	PCR	2016-02-15T05:06:21.000-0500	na	GRC Resolved by Experimental Method	"PCR_RP11_AP003392_1 (FP885832.1) confirms the sequence of NM_001467 and has been included in the TPF as a contained product. This component has subsequently been replaced by FO680690.4."	GRCh37:FIX	GRCh37	Build 36	JH159138.1	NW_003871076.1	SLC37A4	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:118849111:@:118957986:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH159138.1:@:NW_003871076.1:@:ALT_SCAFFOLD:@:1:@:108875:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:118978401:@:119087276:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest::@@::MAPPED:@:KN196481.1:@:NW_009646203.1:@:ALT_SCAFFOLD:@:1:@:108875:@:2:@@@:AP003392:::2:@@@:AP003392:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-305	11	AP000789.5	AP000789.5	RefSeq Report	"GeneID: 4321 (MMP12), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the proteins encoded by RefSeq NM_002426.3 (MMP12) and the genomic region to which it aligns."	PCR	2014-10-01T15:09:00.000-0400	na	GRC Resolved by Experimental Method	"PCR_RP11_AP000789_1 confirms the sequence of NM_002426 and has been included in the TPF as a contained product."	GRCh37:FIX	GRCh37.p6,GRCh37.p12,GRCh38	Build 36	JH159139.1	NW_003871077.1	MMP12	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:102702497:@:102822936:@:5:@@@:AP000789:::5:@@@:AP000789:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH159139.1:@:NW_003871077.1:@:ALT_SCAFFOLD:@:1:@:120441:@:5:@@@:AP000789:::5:@@@:AP000789:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:102831766:@:102952207:@:5:@@@:AP000789:::5:@@@:AP000789:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-306	11	AP000802.5	AP000802.5	RefSeq Report	"GeneID: 4684 (NCAM1), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the proteins encoded by RefSeq NM_000615.5 (NCAM1) and the genomic region to which it aligns."	PCR	2014-10-01T15:09:02.000-0400	na	GRC Resolved by Experimental Method	"PCR_RP11_AP000802_1 confirms the sequence of NM_000615 and has been included in the TPF as a contained product."	GRCh37:FIX	GRCh37.p6,GRCh38	Build 36	JH159140.1	NW_003871078.1	NCAM1	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:112735973:@:112919137:@:5:@@@:AP000802:::5:@@@:AP000802:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH159140.1:@:NW_003871078.1:@:ALT_SCAFFOLD:@:47977:@:231141:@:5:@@@:AP000802:::5:@@@:AP000802:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:112865250:@:113048415:@:5:@@@:AP000802:::5:@@@:AP000802:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-337	11	AP001494.4	AP001494.4	RefSeq Report	"GeneID: 9538 (EI24), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the proteins encoded by RefSeq NM_004879.3 (EI24) and the genomic region to which it aligns."	PCR	2014-06-11T08:56:28.000-0400	SAB Decision	GRC Resolved by Electronic Means	"Minicontig KF459674.1 has been generated and added to the Chr. 11 Reference to update the base to the more common allele to improve representation of GeneID: 9538 (EI24) in GRCh38."	na	GRCh38	Build 36	na	na	na	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:125412535:@:125476563:@:4:@@@:AP001494:::4:@@@:AP001494:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:125542639:@:125606668:@:4:@@@:AP001494:::4:@@@:AP001494:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-348	11	AP001264.4	AP001264.4	RefSeq Report	"GeneID: 10929 (SFRS2B), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the proteins encoded by RefSeq NM_032102.2 (SFRS2B) and the genomic region to which it aligns."	PCR	2015-07-23T17:14:08.000-0400	na	GRC Resolved by Experimental Method	"PCR_RP11_AP001264_1 confirms the sequence of NM_032102 and has been included in the TPF as a contained product."	GRCh37:FIX	GRCh37.p6,GRCh37.p7	Build 36	JH159141.2	NW_003871079.1	CWC15_SRSF8	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:94779309:@:94852618:@:4:@@@:AP001264:::4:@@@:AP001264:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH159141.2:@:NW_003871079.1:@:ALT_SCAFFOLD:@:167465:@:240775:@:4:@@@:AP001264:::4:@@@:AP001264:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:95046145:@:95119454:@:4:@@@:AP001264:::4:@@@:AP001264:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
Clone Problem	HG-366	11	AP002383.3	AP002383.3	RefSeq Report	"GeneID: 51503 (CWC15), poor quality (includes component misassembly)"	Resolved	"none"	"There is a possible functional difference between the proteins encoded by RefSeq NM_016403.3 (CWC15) and the genomic region to which it aligns."	PCR	2014-10-16T15:46:12.000-0400	na	GRC Resolved by Experimental Method	"PCR_RP11_AP002383_1 confirms the sequence of NM_016403 and has been included in the TPF as a contained product."	GRCh37:FIX	GRCh37.p7,GRCh38	Build 36	JH159141.2	NW_003871079.1	CWC15_SRSF8	MAPPED:@:CM000673.1:@:NC_000011.9:@:CHROMOSOME:@:94611846:@:94779308:@:3:@@@:AP002383:::3:@@@:AP002383:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:JH159141.2:@:NW_003871079.1:@:ALT_SCAFFOLD:@:1:@:167464:@:3:@@@:AP002383:::3:@@@:AP002383:@:component:@:component:@:GRCh37.p13:@:GCA_000001405.14:@:GCF_000001405.25:@:old::@@::MAPPED:@:CM000673.2:@:NC_000011.10:@:CHROMOSOME:@:94878681:@:95046144:@:3:@@@:AP002383:::3:@@@:AP002383:@:component:@:component:@:GRCh38.p6:@:GCA_000001405.21:@:GCF_000001405.32:@:latest
