id	chr	SuccessfullyMapped	MappedSeqInfo.GenBankID	MappedSeqInfo.RefSeqID	MappedSeqInfo.SequenceType	ChrStart	ChrEnd	MappedVersionNumbers	MappedVersionAccessions	Accession1Method	Accession2Method	AssemblyName	GenBankAssemblyAcc	RefSeqAssemblyAcc	AssemblyStatus
MG-4040	17	MAPPED	JH584266.1	NT_187004.1	ALT_SCAFFOLD	1576678	1652767	1,1	AC087217,AC087217	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4040	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	35258279	35334373	1,1	AC087217,AC087217	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4040	17	MAPPED	JH584328.1	NT_187027.1	ALT_SCAFFOLD	1576442	1652531	1,1	AC087217,AC087217	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4040	17	MAPPED	GL456022.1	NT_039662.2	ALT_SCAFFOLD	1521202	1583991	1,1	AC087217,AC087217	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4139	17	MAPPED	GL456022.2	NT_039662.3	ALT_SCAFFOLD	1583992	1736643	2,2	AF111102,AF111102	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4139	17	MAPPED	JH584266.1	NT_187004.1	ALT_SCAFFOLD	310755	1776883	2,2	AF111102,AF111102	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4139	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	35328584	35460930	2,2	AF111102,AF111102	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4139	17	MAPPED	JH584328.1	NT_187027.1	ALT_SCAFFOLD	310642	1776646	2,2	AF111102,AF111102	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4139	17	MAPPED	GL456022.1	NT_039662.2	ALT_SCAFFOLD	1583992	1736643	2,2	AF111102,AF111102	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4186	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	84421254	84661144	3,3	AC139329,AC132353	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4186	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	84820594	85060484	3,3	AC139329,AC132353	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4198	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	7391520	7693199	2,13	AC241886,AC119998	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4199	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	13563349	13683960	3,3	AC244119,AC244135	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4199	17	NOT MAPPED	na	na	na	na	na	na,na	na,na	alignment	alignment	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4200	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	47916958	48308993	3,3	AC164306,AC241601	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4201	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	55747385	55898561	4,4	CT573084,CT573084	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4201	17	MAPPED	KB469742.1	NW_004450263.1	ALT_SCAFFOLD	989781	1059955	4,4	CT573084,CT573084	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4201	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	55886683	55899934	4,4	CT573084,CT573084	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4222	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	54687402	54924502	6,2	CT033757,AC154423	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4222	17	MAPPED	KB469742.1	NW_004450263.1	ALT_SCAFFOLD	1	237074	6,2	CT033757,AC154423	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4222	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	54826727	55063800	6,2	CT033757,AC154423	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4231	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	35254047	35622769	14,10	CR974466,CU467494	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4231	17	MAPPED	JH584266.1	NT_187004.1	ALT_SCAFFOLD	1570448	1957616	14,10	CR974466,CU467494	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4231	17	MAPPED	GL456022.2	NT_039662.3	ALT_SCAFFOLD	1501734	1934410	14,10	CR974466,CU467494	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4231	17	MAPPED	JH584328.1	NT_187027.1	ALT_SCAFFOLD	1570212	1934016	14,10	CR974466,CU467494	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4238	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	6262762	6556299	2,3	AC183097,AC183095	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4238	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	6262762	6555447	2,3	AC183097,AC183095	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-48	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	36049950	36254706	6,6	CT030728,CT030728	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-48	17	MAPPED	JH584266.1	NT_187004.1	ALT_SCAFFOLD	1628738	2583894	6,6	CT030728,CT030728	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-48	17	MAPPED	JH590470.1	NT_187009.1	ALT_SCAFFOLD	1	228548	6,6	CT030728,CT030728	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-48	17	MAPPED	JH584328.1	NT_187027.1	ALT_SCAFFOLD	1628502	2560261	6,6	CT030728,CT030728	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-48	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	36186895	36391651	6,6	CT030728,CT030728	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-91	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	34321935	34444573	17,17	CR974457,CR974457	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-91	17	MAPPED	JH584266.1	NT_187004.1	ALT_SCAFFOLD	626406	749319	17,17	CR974457,CR974457	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-91	17	MAPPED	GL456022.2	NT_039662.3	ALT_SCAFFOLD	568844	693353	17,17	CR974457,CR974457	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-91	17	MAPPED	JH584328.1	NT_187027.1	ALT_SCAFFOLD	626271	749077	17,17	CR974457,CR974457	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-91	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	34458880	34581518	17,17	CR974457,CR974457	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-95	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	34444574	34664015	6,6	CT009767,CT009767	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-95	17	MAPPED	JH584266.1	NT_187004.1	ALT_SCAFFOLD	747320	983647	6,6	CT009767,CT009767	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-95	17	MAPPED	GL456022.2	NT_039662.3	ALT_SCAFFOLD	691354	912791	6,6	CT009767,CT009767	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-95	17	MAPPED	JH584328.1	NT_187027.1	ALT_SCAFFOLD	747078	983392	6,6	CT009767,CT009767	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-95	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	34581519	34800960	6,6	CT009767,CT009767	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-96	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	94797328	94873311	2,2	AC144860,AC144860	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-96	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	95196668	95272651	2,2	AC144860,AC144860	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-99	17	MAPPED	CM001010.2	NC_000083.6	CHROMOSOME	35254047	35462852	14,14	CR974466,CR974466	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-99	17	MAPPED	JH584266.1	NT_187004.1	ALT_SCAFFOLD	1570448	1778498	14,14	CR974466,CR974466	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-99	17	MAPPED	GL456022.2	NT_039662.3	ALT_SCAFFOLD	1501734	1775388	14,14	CR974466,CR974466	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-99	17	MAPPED	JH584328.1	NT_187027.1	ALT_SCAFFOLD	1570212	1778261	14,14	CR974466,CR974466	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-99	17	MAPPED	CM001010.1	NC_000083.5	CHROMOSOME	35388992	35599797	14,14	CR974466,CR974466	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-174	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	68405904	68726436	16,2	AC021063,AC147020	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-174	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	68565558	68886090	16,2	AC021063,AC147020	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-175	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	48376168	48654852	4,13	AC125084,AC154097	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-175	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	48535822	48814506	4,13	AC125084,AC154097	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3699	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	76466242	76775534	6,15	AC166047,AC102081	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3699	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	76625896	77014273	6,15	AC166047,AC102081	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3700	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	77872376	78117342	4,4	AC157649,AC126553	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3700	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	78111115	78314081	4,4	AC157649,AC126553	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3701	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	82144908	82243551	6,5	AC167965,AC171402	alignment	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3701	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	82349745	82412943	6,5	AC167965,AC171402	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3835	18	MAPPED	JH792829.1	NW_004058053.1	ALT_SCAFFOLD	70905	243629	74,74	AC090658,AC090658	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3835	18	MAPPED	GL456070.1	NT_165784.1	ALT_SCAFFOLD	1192	85106	74,74	AC090658,AC090658	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3835	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	11331126	11448554	74,74	AC090658,AC090658	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3992	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	19323930	19514611	5,5	AC161481,AC161481	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3992	18	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4031	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	87437564	87582209	9,9	AC121135,AC121135	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4031	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	87606956	87751601	9,9	AC121135,AC121135	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4032	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	19691637	19826663	11,11	AC103367,AC103367	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4032	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	19850138	19985164	11,11	AC103367,AC103367	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4166	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	82153006	82243551	3,5	AC242737,AC171402	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-80	18	MAPPED	CM001011.2	NC_000084.6	CHROMOSOME	77872376	78117342	4,4	AC157649,AC126553	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-80	18	MAPPED	CM001011.1	NC_000084.5	CHROMOSOME	78111115	78314081	4,4	AC157649,AC126553	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-90	18	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-90	18	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-153	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	4013986	4260737	10,10	AC109138,AC109138	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-153	19	MAPPED	JH792830.1	NW_004058054.1	ALT_SCAFFOLD	1	246751	10,10	AC109138,AC109138	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-153	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	4013986	4260737	10,10	AC109138,AC109138	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3218	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	6813616	6998977	12,1	AC120557,CAAA01066123	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3218	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	6888106	7073467	12,1	AC120557,CAAA01066123	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3650	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	3000001	3161471	9,9	AC162463,AC162463	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3650	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	3000001	3161471	9,9	AC162463,AC162463	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3651	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	6537051	6998977	4,12	AC124394,AC120557	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3651	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	6537051	7073467	4,12	AC124394,AC120557	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3652	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	61228899	61266527	2,2	AC175052,AC175052	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3652	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	61309134	61342430	2,2	AC175052,AC175052	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3823	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	12063459	12248697	4,4	AC131724,AC131724	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3823	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	12137949	12323187	4,4	AC131724,AC131724	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4223	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4223	19	NOT MAPPED	na	na	na	na	na	na,na	na,na	na	na	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-4249	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	6537051	6998977	4,12	AC124394,AC120557	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-4249	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	6537051	7073467	4,12	AC124394,AC120557	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-65	19	MAPPED	CM001012.2	NC_000085.6	CHROMOSOME	37204249	37346158	7,7	AC161238,AC161238	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-65	19	MAPPED	CM001012.1	NC_000085.5	CHROMOSOME	37278739	37420648	7,7	AC161238,AC161238	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-10	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	22424968	22466997	1,1	CAAA01187890,CAAA01224532	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-10	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	22415049	22473836	1,1	CAAA01187890,CAAA01224532	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-101	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	156110202	156333976	1,3	CAAA01224404,AC161414	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-101	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	157957332	158264107	1,3	CAAA01224404,AC161414	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-11	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	182983034	183515108	1,1	CAAA01116247,CAAA01224360	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-11	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	184913165	185338987	1,1	CAAA01116247,CAAA01224360	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-123	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	182983034	183515108	1,1	CAAA01116247,CAAA01224360	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-123	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	184913165	185338987	1,1	CAAA01116247,CAAA01224360	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-135	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	135049526	135220894	3,3	AC133097,AC133097	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-135	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	136946103	137117471	3,3	AC133097,AC133097	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-137	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	182808283	183669324	2,2	AC170917,AC174596	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-137	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	184738414	185493203	2,2	AC170917,AC174596	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-150	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	24511715	24679799	3,3	AC116997,AC116997	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-150	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	24518554	24686638	3,3	AC116997,AC116997	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-187	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	75168540	75365917	2,2	AC166150,AC166150	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-187	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	75165114	75362492	2,2	AC166150,AC166150	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-200	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	156168744	156333976	3,3	AC161414,AC161414	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-200	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	158098874	158264107	3,3	AC161414,AC161414	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3216	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	78562221	78657738	9,6	AC161043,AC161356	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3216	1	MAPPED	GL455993.1	NT_039198.1	ALT_SCAFFOLD	29775	125409	9,6	AC161043,AC161356	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3216	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	78558796	78654313	9,6	AC161043,AC161356	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-33	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	192001492	192054039	1,1	CAAA01214267,CAAA01026478	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-33	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	193825373	193877920	1,1	CAAA01214267,CAAA01026478	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3496	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	22352122	22669874	3,2	AC147129,AC174648	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3496	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	22342203	22676713	3,2	AC147129,AC174648	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3497	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	24511715	24893635	3,8	AC116997,AC153019	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3497	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	24518554	24950480	3,8	AC116997,AC153019	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3498	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	78562221	78657738	9,6	AC161043,AC161356	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3498	1	MAPPED	GL455993.1	NT_039198.1	ALT_SCAFFOLD	29775	125409	9,6	AC161043,AC161356	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3498	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	78558796	78654313	9,6	AC161043,AC161356	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3499	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	78607066	78610150	1,1	CAAA01166254,CAAA01097066	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3499	1	MAPPED	GL455993.1	NT_039198.1	ALT_SCAFFOLD	75934	79183	1,1	CAAA01166254,CAAA01097066	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3499	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	78603641	78606725	1,1	CAAA01166254,CAAA01097066	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3504	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	85131460	85676303	4,5	AC123856,AC147806	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3504	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	85128035	87572878	4,5	AC123856,AC147806	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3513	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	22424362	22433268	1,1	CAAA01049396,CAAA01187890	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3513	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	22414443	22423349	1,1	CAAA01049396,CAAA01187890	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3514	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	78609095	78613879	1,1	CAAA01097066,CAAA01109894	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3514	1	MAPPED	GL455993.1	NT_039198.1	ALT_SCAFFOLD	72833	76984	1,1	CAAA01097066,CAAA01109894	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3514	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	78605670	78610454	1,1	CAAA01097066,CAAA01109894	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3516	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	78610786	78619246	1,1	CAAA01109894,CAAA01217023	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3516	1	MAPPED	GL455993.1	NT_039198.1	ALT_SCAFFOLD	56370	75851	1,1	CAAA01109894,CAAA01217023	alignment	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3516	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	78607361	78615821	1,1	CAAA01109894,CAAA01217023	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3517	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	143290262	143455702	5,1	AL772333,CAAA01131382	component	alignment	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3517	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	145186839	145297100	5,1	AL772333,CAAA01131382	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3519	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	182808283	183669324	2,2	AC170917,AC174596	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3519	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	184738414	185493203	2,2	AC170917,AC174596	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
MG-3521	1	MAPPED	CM000994.2	NC_000067.6	CHROMOSOME	182976276	182982933	1,1	CAAA01116243,CAAA01116237	component	component	GRCm38.p4	GCA_000001635.6	GCF_000001635.24	latest
MG-3521	1	MAPPED	CM000994.1	NC_000067.5	CHROMOSOME	184906407	184913064	1,1	CAAA01116243,CAAA01116237	component	component	MGSCv37	GCA_000001635.1	GCF_000001635.18	old
