# Region Report
# Assembly Name:  MalDomGD1.0
# Description:    Malus_x_domestica_GoldenDelicious1.0
# Organism name:  Malus domestica
# Taxid:          3750
# Submitter:      IASMA research center
# Date:           2012-8-16
# BioSample:      SAMN02981243
# Assembly type:  haploid-with-alt-loci
# Release type:   major
# Assembly level: Chromosome
# Genome representation: full
# GenBank Assembly Accession: GCA_000148765.2 (latest)
# RefSeq Assembly Accession: GCF_000148765.1 (species-representative latest)
# RefSeq Assembly and GenBank Assemblies Identical: no
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_000148775.1	GCF_000148775.1	Primary Assembly
## GCA_000165855.2	GCF_000165855.1	alt_haplotype1.MalDomGD1.0
## GCA_000165865.1	GCF_000165865.1	alt_haplotype2.MalDomGD1.0
## GCA_000165875.1	GCF_000165875.1	alt_haplotype3.MalDomGD1.0
## 	GCF_000696565.1	non-nuclear
#
# Region-Name	Chromosome	Chromosome-Start	Chromosome-Stop	Scaffold-Role	Scaffold-GenBank-Accn	Scaffold-RefSeq-Accn	Assembly-Unit
region220	16	19338138	19768704	alt-scaffold	GL544189.1	NW_007545870.1	alt_haplotype2.MalDomGD1.0
region221	16	19779349	20663028	alt-scaffold	GL543774.1	NW_007545455.1	alt_haplotype1.MalDomGD1.0
region221	16	19779349	20663028	alt-scaffold	GL544190.1	NW_007545871.1	alt_haplotype2.MalDomGD1.0
region221	16	19779349	20663028	alt-scaffold	GL544576.1	NW_007546257.1	alt_haplotype3.MalDomGD1.0
region222	17	137	4558982	alt-scaffold	GL543775.1	NW_007545456.1	alt_haplotype1.MalDomGD1.0
region222	17	137	4558982	alt-scaffold	GL544191.1	NW_007545872.1	alt_haplotype2.MalDomGD1.0
region222	17	137	4558982	alt-scaffold	GL544577.1	NW_007546258.1	alt_haplotype3.MalDomGD1.0
region223	17	4651231	8151085	alt-scaffold	GL543776.1	NW_007545457.1	alt_haplotype1.MalDomGD1.0
region223	17	4651231	8151085	alt-scaffold	GL544192.1	NW_007545873.1	alt_haplotype2.MalDomGD1.0
region223	17	4651231	8151085	alt-scaffold	GL544578.1	NW_007546259.1	alt_haplotype3.MalDomGD1.0
region224	17	8175238	9321137	alt-scaffold	GL543777.1	NW_007545458.1	alt_haplotype1.MalDomGD1.0
region224	17	8175238	9321137	alt-scaffold	GL544193.1	NW_007545874.1	alt_haplotype2.MalDomGD1.0
region224	17	8175238	9321137	alt-scaffold	GL544579.1	NW_007546260.1	alt_haplotype3.MalDomGD1.0
region225	17	9531089	13132283	alt-scaffold	GL543778.1	NW_007545459.1	alt_haplotype1.MalDomGD1.0
region225	17	9531089	13132283	alt-scaffold	GL544194.1	NW_007545875.1	alt_haplotype2.MalDomGD1.0
region225	17	9531089	13132283	alt-scaffold	GL544580.1	NW_007546261.1	alt_haplotype3.MalDomGD1.0
region226	17	13207079	13231041	alt-scaffold	GL543779.1	NW_007545460.1	alt_haplotype1.MalDomGD1.0
region227	17	13388348	15469615	alt-scaffold	GL543780.1	NW_007545461.1	alt_haplotype1.MalDomGD1.0
region227	17	13388348	15469615	alt-scaffold	GL544195.1	NW_007545876.1	alt_haplotype2.MalDomGD1.0
region227	17	13388348	15469615	alt-scaffold	GL544581.1	NW_007546262.1	alt_haplotype3.MalDomGD1.0
region228	17	15470872	16989634	alt-scaffold	GL543781.1	NW_007545462.1	alt_haplotype1.MalDomGD1.0
region228	17	15470872	16989634	alt-scaffold	GL544196.1	NW_007545877.1	alt_haplotype2.MalDomGD1.0
region228	17	15470872	16989634	alt-scaffold	GL544582.1	NW_007546263.1	alt_haplotype3.MalDomGD1.0
region229	17	17009963	17867649	alt-scaffold	GL543782.1	NW_007545463.1	alt_haplotype1.MalDomGD1.0
region229	17	17009963	17867649	alt-scaffold	GL544197.1	NW_007545878.1	alt_haplotype2.MalDomGD1.0
region229	17	17009963	17867649	alt-scaffold	GL544583.1	NW_007546264.1	alt_haplotype3.MalDomGD1.0
region230	17	17962153	20707568	alt-scaffold	GL543783.1	NW_007545464.1	alt_haplotype1.MalDomGD1.0
region230	17	17962153	20707568	alt-scaffold	GL544198.1	NW_007545879.1	alt_haplotype2.MalDomGD1.0
region230	17	17962153	20707568	alt-scaffold	GL544584.1	NW_007546265.1	alt_haplotype3.MalDomGD1.0
region231	17	20735670	22092233	alt-scaffold	GL543784.1	NW_007545465.1	alt_haplotype1.MalDomGD1.0
region231	17	20735670	22092233	alt-scaffold	GL544199.1	NW_007545880.1	alt_haplotype2.MalDomGD1.0
region231	17	20735670	22092233	alt-scaffold	GL544585.1	NW_007546266.1	alt_haplotype3.MalDomGD1.0
region232	17	22213702	24921128	alt-scaffold	GL543785.1	NW_007545466.1	alt_haplotype1.MalDomGD1.0
region232	17	22213702	24921128	alt-scaffold	GL544200.1	NW_007545881.1	alt_haplotype2.MalDomGD1.0
region232	17	22213702	24921128	alt-scaffold	GL544586.1	NW_007546267.1	alt_haplotype3.MalDomGD1.0
